customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,state,city,latitude,longitude,age,married,referred_a_friend,number_of_referrals,offer,avg_monthly_gb_download,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_score_1,satisfaction_level,open_issue_count,close_issue_count,support_interaction_count,resolution_status_open_closed
7706-DZNKK,Male  ,0,No     ,No        ,11,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,Yes             ,Credit card (automatic)  ,20.45,California,Palmdale              ,34.613476,-118.256358,63,No     ,No               ,0,Offer D,0,No             ,No            ,0.0,0,489.83,727.1300000000001,29,High,1,3,4,Resolved
6506-EYCNH,Female,0,Yes    ,Yes       ,28,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,Yes             ,Bank transfer (automatic),19.55,California,Montclair             ,34.072121,-117.698319,27,Yes    ,Yes              ,9,None   ,0,No             ,No            ,0.0,0,443.8,987.6,41,High,0,5,5,Resolved
5206-HPJKM,Male  ,0,No     ,No        ,17,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Credit card (automatic)  ,55.5,California,Valencia              ,34.457005,-118.573726,64,No     ,No               ,0,None   ,14,No             ,Yes           ,0.0,0,572.56,1506.71,38,High,1,4,5,Resolved
2523-EWWZL,Female,0,Yes    ,No        ,27,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,76.1,California,Blythe                ,33.674583,-114.71612,26,Yes    ,No               ,0,Offer C,59,No             ,Yes           ,30.14,0,1071.09,3134.3500000000004,43,Medium,0,5,5,Resolved
6464-KEXXH,Male  ,0,No     ,No        ,8,No          ,No phone service,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Credit card (automatic)  ,25.25,California,Fillmore              ,34.408161,-118.865111,55,No     ,No               ,0,None   ,16,No             ,Yes           ,0.0,0,0.0,186.3,33,Medium,1,4,5,NotResolved
5035-PGZXH,Female,0,No     ,No        ,56,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Electronic check         ,106.8,California,Chico                 ,39.745712,-121.84333,49,No     ,No               ,0,None   ,2,Yes            ,No            ,0.0,30,1816.08,7760.48,49,Medium,1,5,6,Resolved
3785-NRHYR,Male  ,0,No     ,No        ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,19.65,California,Bridgeport            ,38.184583,-119.286558,40,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,16.91,36.56,31,Medium,1,4,5,NotResolved
1867-BDVFH,Male  ,0,Yes    ,Yes       ,11,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,74.35,California,Los Angeles           ,33.987945,-118.370442,35,Yes    ,Yes              ,1,Offer D,19,No             ,Yes           ,0.0,0,100.54,934.74,80,Low,8,1,9,Resolved
9206-GVPEQ,Male  ,0,Yes    ,No        ,13,No          ,No phone service,DSL            ,Yes                ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,54.45,California,Fresno                ,36.654614,-119.903674,28,Yes    ,Yes              ,1,None   ,71,Yes            ,Yes           ,0.0,0,0.0,706.85,88,Low,8,0,8,Resolved
6549-YMFAW,Male  ,1,Yes    ,No        ,9,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,Yes             ,Mailed check             ,21.25,California,Los Olivos            ,34.70434,-120.02609,70,Yes    ,Yes              ,1,None   ,0,No             ,No            ,0.0,0,14.94,219.49,69,High,6,0,6,Resolved
6400-BWQKW,Female,0,No     ,No        ,6,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,79.05,California,San Mateo             ,37.556634,-122.317723,51,No     ,No               ,0,None   ,27,No             ,Yes           ,0.0,0,118.44,552.94,91,Low,9,0,9,Resolved
5569-OUICF,Female,1,Yes    ,No        ,28,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Month-to-month,Yes             ,Credit card (automatic)  ,101.3,California,Santee                ,32.847336,-116.997605,67,Yes    ,Yes              ,1,Offer C,20,No             ,Yes           ,0.0,0,460.04,3272.24,68,Medium,6,1,7,Resolved
4195-PNGZS,Male  ,0,Yes    ,Yes       ,69,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Bank transfer (automatic),24.45,California,Irvine                ,33.716136,-117.752574,23,Yes    ,Yes              ,1,None   ,0,No             ,No            ,0.0,0,2283.21,4001.41,39,High,1,4,5,Resolved
4749-VFKVB,Female,0,No     ,No        ,1,Yes         ,Yes             ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,50.1,California,Inverness             ,38.099323,-122.945723,47,No     ,No               ,0,None   ,14,No             ,Yes           ,0.0,0,46.49,96.59,90,Low,9,0,9,Resolved
4063-EIKNQ,Male  ,0,Yes    ,Yes       ,11,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Bank transfer (automatic),20.95,California,Canyon Country        ,34.422519,-118.420717,33,Yes    ,Yes              ,1,None   ,0,No             ,No            ,18.17,0,173.03,422.21,31,Medium,0,4,4,Resolved
4817-VYYWS,Female,0,No     ,No        ,30,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,100.2,California,Silverado             ,33.782346,-117.635263,21,No     ,No               ,0,Offer C,82,Yes            ,Yes           ,0.0,0,351.90000000000003,3335.7000000000003,90,Low,9,1,10,Resolved
6352-GIGGQ,Male  ,0,No     ,No        ,67,Yes         ,Yes             ,DSL            ,Yes                ,Yes                ,Yes                ,One year      ,Yes             ,Bank transfer (automatic),88.8,California,Vidal                 ,34.264124,-114.717964,19,No     ,No               ,0,Offer A,59,Yes            ,Yes           ,0.0,0,2500.44,8403.59,68,Medium,6,0,6,Resolved
4690-LLKUA,Male  ,1,No     ,No        ,17,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,45.05,California,Topaz                 ,38.636052,-119.489162,68,No     ,No               ,0,None   ,2,No             ,Yes           ,0.0,0,695.81,1466.41,93,Low,6,1,7,Resolved
5117-ZSMHQ,Female,0,Yes    ,Yes       ,71,Yes         ,Yes             ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,No              ,Bank transfer (automatic),89.9,California,Pioneer               ,38.546999,-120.271114,22,Yes    ,Yes              ,9,Offer A,85,Yes            ,No            ,0.0,150,2667.47,9160.17,54,High,1,6,7,Resolved
2133-TSRRM,Female,0,No     ,Yes       ,34,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Bank transfer (automatic),105.35,California,Rosemead              ,34.065108,-118.082791,47,No     ,No               ,0,None   ,21,Yes            ,No            ,0.0,110,1119.96,4918.56,39,High,1,4,5,Resolved
2959-MJHIC,Male  ,0,Yes    ,No        ,4,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Electronic check         ,80.35,California,Hinkley               ,34.983808,-117.239306,60,Yes    ,Yes              ,3,None   ,13,No             ,Yes           ,0.0,0,129.72,437.12,65,Low,6,1,7,NotResolved
2929-QNSRW,Female,0,Yes    ,No        ,56,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Electronic check         ,98.25,California,Lake City             ,41.729079,-120.225025,21,Yes    ,Yes              ,1,None   ,48,Yes            ,No            ,0.0,150,1072.96,6731.31,90,Low,9,1,10,NotResolved
7067-KSAZT,Female,1,Yes    ,No        ,65,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Electronic check         ,106.25,California,Chico                 ,39.681488,-121.83721,66,Yes    ,Yes              ,1,None   ,30,No             ,Yes           ,0.0,0,1214.85,8194.65,69,Low,6,1,7,NotResolved
9420-LOJKX,Female,0,No     ,No        ,15,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Credit card (automatic)  ,99.1,California,Los Angeles           ,33.92128,-118.274186,34,No     ,No               ,0,None   ,20,Yes            ,Yes           ,0.0,0,59.4,1485.8000000000002,82,Low,8,1,9,Resolved
1131-QQZEB,Male  ,1,Yes    ,No        ,71,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Bank transfer (automatic),23.95,California,Sunset Beach          ,33.719221,-118.073596,66,Yes    ,Yes              ,7,Offer A,0,No             ,No            ,0.0,0,2181.12,3937.32,52,Medium,1,6,7,Resolved
5729-KLZAR,Female,0,Yes    ,Yes       ,4,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,No              ,Electronic check         ,80.85,California,Sacramento            ,38.550722,-121.457314,22,Yes    ,Yes              ,1,Offer E,59,Yes            ,No            ,0.0,40,177.12,519.87,73,Low,7,1,8,Resolved
8914-RBTSB,Male  ,0,Yes    ,No        ,31,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,No              ,Electronic check         ,93.8,California,Valley Village        ,34.165783,-118.399795,62,Yes    ,Yes              ,1,None   ,17,No             ,No            ,0.0,50,65.72,3135.22,79,Low,7,1,8,Resolved
5494-WOZRZ,Female,0,Yes    ,Yes       ,71,Yes         ,No              ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Credit card (automatic)  ,82.0,California,Mission Viejo         ,33.60693,-117.644253,40,Yes    ,No               ,0,None   ,23,Yes            ,Yes           ,0.0,0,2713.62,8713.470000000001,72,Medium,7,0,7,Resolved
0020-JDNXP,Female,0,Yes    ,Yes       ,34,No          ,No phone service,DSL            ,Yes                ,Yes                ,Yes                ,One year      ,No              ,Mailed check             ,61.25,California,Point Reyes Station   ,38.060264,-122.830646,52,Yes    ,No               ,0,None   ,20,Yes            ,Yes           ,0.0,0,0.0,1993.2,37,High,1,4,5,Resolved
1444-VVSGW,Male  ,0,Yes    ,No        ,70,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,One year      ,No              ,Credit card (automatic)  ,115.65,California,Los Molinos           ,40.059385,-122.091481,51,Yes    ,Yes              ,1,Offer A,20,Yes            ,No            ,0.0,10,1201.9,9180.75,91,Low,9,1,10,Resolved
5143-WMWOG,Male  ,0,No     ,No        ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Electronic check         ,19.95,California,Stratford             ,36.175255,-119.813805,62,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,17.61,37.56,83,Low,8,1,9,Resolved
5599-HVLTW,Female,1,No     ,No        ,14,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),80.35,California,Oakland               ,37.834341,-122.26437,73,No     ,No               ,0,None   ,3,No             ,Yes           ,32.71,0,102.76,1128.15,39,High,0,4,4,Resolved
9874-QLCLH,Female,0,Yes    ,Yes       ,17,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,104.2,California,Northridge            ,34.238208,-118.55029,38,Yes    ,Yes              ,1,Offer D,15,Yes            ,Yes           ,0.0,0,83.47,1826.97,79,Low,7,1,8,Resolved
6974-DAFLI,Female,0,Yes    ,No        ,55,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Electronic check         ,19.7,California,Bakersfield           ,35.392599,-119.245341,54,Yes    ,Yes              ,8,Offer B,0,No             ,No            ,0.0,0,180.4,1320.4499999999998,28,Medium,1,3,4,NotResolved
2197-OMWGI,Female,1,Yes    ,Yes       ,68,No          ,No phone service,DSL            ,No                 ,Yes                ,Yes                ,Two year      ,Yes             ,Electronic check         ,53.0,California,Los Angeles           ,34.043144,-118.251977,65,Yes    ,Yes              ,4,None   ,23,Yes            ,Yes           ,0.0,0,0.0,3656.25,31,High,0,4,4,Resolved
4797-MIWUM,Male  ,0,Yes    ,Yes       ,7,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,Yes             ,Bank transfer (automatic),20.25,California,Goleta                ,34.489983,-120.091246,22,Yes    ,No               ,0,Offer E,0,No             ,No            ,0.0,0,348.81,523.51,42,High,1,5,6,Resolved
3511-APPBJ,Male  ,0,No     ,No        ,23,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Credit card (automatic)  ,99.95,California,Spring Valley         ,32.726627,-116.994608,21,No     ,No               ,0,None   ,30,Yes            ,Yes           ,0.0,0,964.62,3257.37,62,Medium,6,0,6,Resolved
8097-OMULG,Male  ,0,Yes    ,Yes       ,59,Yes         ,No              ,DSL            ,Yes                ,Yes                ,Yes                ,One year      ,No              ,Credit card (automatic)  ,76.75,California,San Jose              ,37.350284,-121.852855,63,Yes    ,Yes              ,1,None   ,19,Yes            ,Yes           ,0.0,0,940.46,5482.36,24,High,0,3,3,Resolved
1029-QFBEN,Male  ,0,No     ,No        ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,19.55,California,San Luis Obispo       ,35.236549,-120.727344,27,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,38.44,57.99,95,Low,6,0,6,Resolved
3415-TAILE,Female,0,Yes    ,Yes       ,2,Yes         ,No              ,DSL            ,No                 ,Yes                ,Yes                ,Month-to-month,No              ,Mailed check             ,65.7,California,Johannesburg          ,35.363339,-117.637641,21,Yes    ,Yes              ,1,None   ,51,Yes            ,Yes           ,0.0,0,54.54,188.89,96,Low,9,0,9,Resolved
8775-LHDJH,Female,1,Yes    ,No        ,1,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Electronic check         ,90.6,California,San Jose              ,37.270938,-121.851046,77,Yes    ,Yes              ,1,Offer E,30,No             ,Yes           ,0.0,0,13.02,103.62,93,Low,9,1,10,Resolved
7242-EDTYC,Male  ,0,No     ,Yes       ,44,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Bank transfer (automatic),19.55,California,Pine Valley           ,32.800671,-116.483363,48,No     ,No               ,0,Offer B,0,No             ,No            ,0.0,0,632.28,1452.23,40,Medium,1,5,6,Resolved
1670-SVOWZ,Female,0,Yes    ,Yes       ,14,Yes         ,No              ,Fiber optic    ,Yes                ,No                 ,Yes                ,Month-to-month,Yes             ,Credit card (automatic)  ,89.65,California,Mira Loma             ,33.999992,-117.535395,57,Yes    ,Yes              ,1,Offer D,3,Yes            ,No            ,0.0,120,106.68,1435.03,91,Low,9,1,10,NotResolved
1449-XQEMT,Male  ,0,No     ,No        ,3,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,Yes             ,Mailed check             ,19.8,California,Susanville            ,40.559177,-120.612113,33,No     ,No               ,0,Offer E,0,No             ,No            ,0.0,0,45.36,103.51,79,Low,7,0,7,NotResolved
4973-MGTON,Female,0,Yes    ,No        ,71,Yes         ,No              ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Credit card (automatic)  ,84.4,California,Topaz                 ,38.636052,-119.489162,33,Yes    ,No               ,0,None   ,26,Yes            ,Yes           ,0.0,0,219.39,6188.6900000000005,21,High,1,3,4,Resolved
5052-PNLOS,Male  ,0,No     ,No        ,3,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Bank transfer (automatic),105.35,California,Echo Lake             ,38.851842,-120.076204,50,No     ,No               ,0,Offer E,14,Yes            ,Yes           ,0.0,0,41.49,364.74,65,Medium,6,1,7,Resolved
5032-USPKF,Female,0,No     ,No        ,38,Yes         ,Yes             ,DSL            ,No                 ,Yes                ,Yes                ,One year      ,No              ,Bank transfer (automatic),84.1,California,Indio                 ,33.752938,-116.230055,57,No     ,No               ,0,None   ,13,Yes            ,Yes           ,0.0,0,954.18,4141.83,78,Medium,7,0,7,Resolved
3566-HJGPK,Male  ,0,No     ,No        ,1,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,45.55,California,Woodland Hills        ,34.178068,-118.615714,50,No     ,No               ,0,Offer E,4,No             ,Yes           ,0.0,0,16.34,61.89,31,High,1,4,5,Resolved
6461-SZMCV,Female,0,Yes    ,No        ,71,Yes         ,Yes             ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,No              ,Bank transfer (automatic),87.95,California,Corte Madera          ,37.924014,-122.511694,46,Yes    ,Yes              ,7,None   ,30,Yes            ,Yes           ,0.0,0,643.26,7008.610000000001,71,High,7,1,8,Resolved
5793-YOLJN,Female,0,Yes    ,Yes       ,55,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,21.0,California,Oro Grande            ,34.647959,-117.296957,53,Yes    ,Yes              ,8,Offer B,0,No             ,No            ,0.0,0,2118.05,3328.3499999999995,24,Medium,1,3,4,NotResolved
2722-JMONI,Female,1,Yes    ,No        ,1,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,49.55,California,Escondido             ,33.079834,-117.134275,73,Yes    ,Yes              ,1,Offer E,9,No             ,Yes           ,0.0,0,24.24,73.78999999999999,76,Low,7,0,7,Resolved
1355-KUSBG,Female,0,Yes    ,Yes       ,7,Yes         ,Yes             ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,48.8,California,Fall River Mills      ,41.017282,-121.468945,56,Yes    ,Yes              ,1,Offer E,28,No             ,Yes           ,0.0,0,63.7,413.5,51,High,1,6,7,Resolved
6921-OZMFH,Male  ,0,Yes    ,Yes       ,5,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,55.7,California,Santa Clara           ,37.348129,-121.98469,38,Yes    ,Yes              ,3,None   ,12,No             ,Yes           ,0.0,0,94.85,354.25,46,Medium,0,5,5,Resolved
8295-KMENE,Female,0,Yes    ,Yes       ,59,Yes         ,Yes             ,DSL            ,Yes                ,Yes                ,No                 ,Two year      ,Yes             ,Mailed check             ,76.45,California,Newhall               ,34.370378,-118.504118,33,Yes    ,No               ,0,None   ,15,No             ,Yes           ,30.22,0,782.93,5272.21,27,High,0,3,3,Resolved
4110-PFEUZ,Female,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Mailed check             ,69.55,California,Daggett               ,34.875144,-116.821698,54,No     ,No               ,0,Offer E,13,No             ,Yes           ,0.0,0,29.78,99.33,73,Low,7,0,7,Resolved
5196-SGOAK,Female,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,75.7,California,Caliente              ,35.358953,-118.527064,39,No     ,No               ,0,Offer E,21,No             ,Yes           ,0.0,0,9.05,84.75,93,Medium,9,0,9,Resolved
9305-CDSKC,Female,0,No     ,No        ,8,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,99.65,California,Los Angeles           ,34.048013,-118.293953,31,No     ,No               ,0,None   ,26,Yes            ,Yes           ,0.0,0,97.2,917.7,86,Medium,8,1,9,Resolved
3969-GYXEL,Female,0,No     ,No        ,11,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,76.4,California,Berkeley              ,37.897743,-122.263124,46,No     ,No               ,0,None   ,20,No             ,Yes           ,0.0,0,401.72,1240.42,41,High,1,5,6,Resolved
9696-RMYBA,Male  ,0,No     ,No        ,5,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Mailed check             ,80.1,California,Los Angeles           ,33.964131,-118.272783,56,No     ,No               ,0,None   ,13,No             ,Yes           ,0.0,0,61.75,460.3,22,Medium,0,3,3,Resolved
4079-WWQQQ,Male  ,0,No     ,No        ,72,No          ,No phone service,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Bank transfer (automatic),65.55,California,San Francisco         ,37.74441,-122.486764,45,No     ,No               ,0,None   ,10,Yes            ,Yes           ,0.0,0,0.0,4807.45,24,High,0,3,3,Resolved
5879-HMFFH,Female,0,Yes    ,No        ,72,Yes         ,Yes             ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,No              ,Bank transfer (automatic),88.05,California,Cassel                ,40.936285,-121.572692,49,Yes    ,Yes              ,1,None   ,24,Yes            ,Yes           ,29.11,0,2756.16,9247.85,42,High,0,5,5,Resolved
0415-MOSGF,Female,0,No     ,No        ,1,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Mailed check             ,44.4,California,Los Gatos             ,37.222842,-121.988727,58,No     ,No               ,0,Offer E,30,No             ,Yes           ,0.0,0,26.53,70.93,76,Low,7,1,8,Resolved
2982-IHMFT,Female,1,No     ,No        ,1,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,74.45,California,Indian Wells          ,33.537646,-116.291089,75,No     ,No               ,0,None   ,16,No             ,Yes           ,0.0,0,39.61,114.06,67,Medium,6,0,6,Resolved
4139-DETXS,Female,0,Yes    ,Yes       ,72,No          ,No phone service,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,No              ,Bank transfer (automatic),64.45,California,Needles               ,34.711224,-114.702256,53,Yes    ,No               ,0,Offer A,6,Yes            ,Yes           ,0.0,0,0.0,4528.0,45,High,0,5,5,Resolved
5150-ITWWB,Male  ,1,No     ,No        ,3,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,94.85,California,Hamilton City         ,39.732767,-122.042298,65,No     ,No               ,0,Offer E,28,Yes            ,Yes           ,0.0,0,113.34,449.09,40,High,1,5,6,Resolved
3327-YBAKM,Female,0,Yes    ,No        ,64,Yes         ,No              ,Fiber optic    ,Yes                ,Yes                ,Yes                ,One year      ,Yes             ,Mailed check             ,96.9,California,San Diego             ,32.89325,-117.087091,31,Yes    ,Yes              ,10,None   ,21,Yes            ,Yes           ,13.37,0,1230.08,7531.06,55,Medium,1,6,7,Resolved
8395-ETZKQ,Male  ,1,Yes    ,Yes       ,68,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Bank transfer (automatic),19.5,California,Sacramento            ,38.660442,-121.346321,73,Yes    ,Yes              ,8,None   ,0,No             ,No            ,0.0,0,2389.52,3583.07,51,Medium,1,6,7,Resolved
7240-ETPTR,Female,0,Yes    ,No        ,9,No          ,No phone service,DSL            ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,48.75,California,Pope Valley           ,38.672708,-122.403219,51,Yes    ,Yes              ,1,None   ,10,Yes            ,No            ,0.0,10,0.0,452.2,90,Low,9,0,9,Resolved
7180-PISOG,Male  ,0,Yes    ,Yes       ,1,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,74.5,California,Piru                  ,34.432843,-118.730106,41,Yes    ,No               ,0,None   ,16,No             ,Yes           ,0.0,0,36.44,110.94,75,Medium,7,1,8,Resolved
2990-HWIML,Female,0,No     ,No        ,6,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,89.5,California,Ontario               ,34.074087,-117.605618,58,No     ,No               ,0,Offer E,25,Yes            ,Yes           ,0.0,0,287.52,860.8199999999999,82,Low,8,1,9,Resolved
1024-KPRBB,Female,0,No     ,No        ,38,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Mailed check             ,89.1,California,San Diego             ,32.72523,-117.171346,63,No     ,No               ,0,Offer C,18,Yes            ,No            ,0.0,90,1143.42,4575.42,56,High,1,6,7,Resolved
3926-CUQZX,Male  ,0,No     ,No        ,1,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),45.1,California,Campo                 ,32.673483,-116.472863,27,No     ,No               ,0,Offer E,58,Yes            ,Yes           ,0.0,0,11.06,56.16,77,Medium,7,0,7,Resolved
9881-VCZEP,Female,0,Yes    ,No        ,25,Yes         ,Yes             ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,54.1,California,San Jose              ,37.327069,-121.916819,29,Yes    ,Yes              ,8,None   ,59,No             ,No            ,0.0,110,303.0,1786.0,64,Medium,6,0,6,Resolved
5148-HKFIR,Female,0,No     ,No        ,20,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,19.7,California,Piru                  ,34.432843,-118.730106,49,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,317.4,724.3499999999999,76,High,7,1,8,Resolved
5797-APWZC,Female,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,No              ,Electronic check         ,90.6,California,San Francisco         ,37.789168,-122.395009,41,No     ,No               ,0,Offer E,22,Yes            ,Yes           ,0.0,0,31.68,122.28,92,Low,9,0,9,Resolved
9003-CPATH,Male  ,0,No     ,No        ,42,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,79.9,California,Carson                ,33.822295,-118.26411,53,No     ,No               ,0,None   ,14,No             ,Yes           ,23.47,0,397.3200000000001,3687.250000000001,70,High,7,0,7,Resolved
8580-AECUZ,Male  ,1,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Electronic check         ,79.1,California,Truckee               ,39.342498,-120.247127,65,No     ,No               ,0,None   ,16,No             ,Yes           ,0.0,0,42.3,121.4,92,Medium,8,0,8,Resolved
7137-RYLPP,Male  ,1,Yes    ,No        ,37,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Electronic check         ,85.7,California,Paskenta              ,39.884395,-122.587513,75,Yes    ,Yes              ,1,Offer C,26,No             ,Yes           ,0.0,0,1724.57,4895.72,86,Low,8,1,9,Resolved
2996-XAUVF,Male  ,0,No     ,No        ,70,No          ,No phone service,DSL            ,Yes                ,No                 ,Yes                ,Two year      ,Yes             ,Mailed check             ,40.05,California,Needles               ,34.711224,-114.702256,25,No     ,No               ,0,Offer A,59,Yes            ,Yes           ,0.0,0,0.0,2799.75,57,High,1,6,7,Resolved
1066-JKSGK,Male  ,0,No     ,No        ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,20.15,California,Los Angeles           ,34.066303,-118.435479,29,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,33.58,53.73,92,Low,9,1,10,Resolved
4395-PZMSN,Male  ,1,No     ,No        ,5,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,85.55,California,San Gregorio          ,37.331762,-122.341444,67,No     ,No               ,0,Offer E,15,Yes            ,Yes           ,0.0,0,91.9,500.4,48,High,1,5,6,Resolved
