customer_id, gender, senior_citizen, partner, dependents, tenure_months, phone_service, multiple_lines  , internet_service, online_security    , online_backup      , device_protection  , tech_support       , streaming_tv       , streaming_movies   , contract_type , paperless_billing, payment_method           , monthly_charges, total_charges, churn, churn_rate, churn_score_target, cltv, churn_reason                             , count, country      , state     , city                  , zip_code, lat_long                , latitude , longitude  , age, under_30, married, referred_a_friend, number_of_referrals, offer  , avg_monthly_long_distance_charges, avg_monthly_gb_download, streaming_music, premium_tech_support, unlimited_data, total_refunds, total_extra_data_charges, total_long_distance_charges, total_revenue        , customer_status, churn_score_1, churn_category , satisfaction_level, service_count, open_issue_count, close_issue_count, support_interaction_count, resolution_status_open_closed
8066-POXGX , Female,              0, No     , No        ,            13, No           , No phone service, DSL             , No                 , No                 , No                 , No                 , No                 , Yes                , Month-to-month, Yes              , Electronic check         ,           35.1 ,        446.1 , Yes  ,          1,                 79, 3104, Attitude of service provider             ,     1, United States, California, Fresno                ,    93720, "36.878709, -119.7645  ", 36.878709, -119.7645  ,  28, Yes     , No     , No               ,                   0, Offer D,                              0.0 ,                      53, Yes            , No                  , Yes           ,          0.0 ,                        0,          0.0               ,   446.1              , Churned        ,            79, Attitude       , Medium            ,             1,                7,                 0,                         7, Resolved
5597-GLBUC , Female,              0, No     , No        ,             1, Yes          , No              , Fiber optic     , No                 , No                 , Yes                , No                 , Yes                , No                 , Month-to-month, Yes              , Electronic check         ,           85.45,         85.45, Yes  ,          1,                 95, 4931, Lack of affordable download/upload speed ,     1, United States, California, Squaw Valley          ,    93675, "36.719141, -119.202677", 36.719141, -119.202677,  48, No      , No     , No               ,                   0, Offer E,                             22.97,                      23, No             , No                  , Yes           ,          0.0 ,                        0,         22.97              ,   108.42             , Churned        ,            95, Price          , Low               ,             1,                9,                 0,                         9, Resolved
7128-GGCNO , Male  ,              0, No     , No        ,            46, Yes          , Yes             , Fiber optic     , No                 , No                 , No                 , No                 , No                 , No                 , Month-to-month, No               , Bank transfer (automatic),           72.8 ,       3249.4 , No   ,          0,                 66, 2642,                                          ,     1, United States, California, Laguna Hills          ,    92653, "33.606899, -117.717854", 33.606899, -117.717854,  38, No      , No     , No               ,                   0, Offer B,                             41.1 ,                      26, No             , No                  , Yes           ,          0.0 ,                        0,       1890.6               ,  5140.0              , Stayed         ,            66, 0              , High              ,             1,                6,                 1,                         7, NotResolved
3473-XIIIT , Female,              0, Yes    , No        ,            16, Yes          , Yes             , Fiber optic     , No                 , Yes                , No                 , No                 , Yes                , Yes                , Month-to-month, Yes              , Electronic check         ,          100.0 ,       1534.75, Yes  ,          1,                 68, 3794, Competitor offered higher download speeds,     1, United States, California, Sacramento            ,    95824, "38.517295, -121.439819", 38.517295, -121.439819,  61, No      , Yes    , Yes              ,                   1, None   ,                             37.83,                      26, Yes            , No                  , Yes           ,          0.0 ,                        0,        605.28              ,  2140.03             , Churned        ,            68, Competitor     , Low               ,             1,                6,                 0,                         6, Resolved
8100-PNJMH , Male  ,              0, Yes    , Yes       ,            68, Yes          , Yes             , DSL             , Yes                , Yes                , Yes                , Yes                , Yes                , Yes                , Two year      , Yes              , Credit card (automatic)  ,           88.85,       6132.7 , No   ,          0,                 42, 5228,                                          ,     1, United States, California, Glennville            ,    93226, "35.735694, -118.738483", 35.735694, -118.738483,  39, No      , Yes    , Yes              ,                   2, None   ,                             41.61,                      14, Yes            , Yes                 , Yes           ,          0.0 ,                        0,       2829.48              ,  8962.18             , Stayed         ,            42, 0              , High              ,             1,                0,                 5,                         5, Resolved
1618-CFHME , Female,              0, No     , No        ,             2, Yes          , Yes             , Fiber optic     , No                 , No                 , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           75.9 ,        143.35, Yes  ,          1,                 86, 2101, Don't know                               ,     1, United States, California, Riverbank             ,    95367, "37.734971, -120.954271", 37.734971, -120.954271,  30, No      , No     , No               ,                   0, None   ,                             26.87,                      52, No             , No                  , Yes           ,          0.0 ,                        0,         53.74              ,   197.09             , Churned        ,            86, Other          , Low               ,             1,                8,                 1,                         9, Resolved
4143-OOBWZ , Male  ,              0, Yes    , No        ,             5, Yes          , Yes             , Fiber optic     , No                 , Yes                , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           81.3 ,        416.3 , Yes  ,          1,                100, 3819, Attitude of service provider             ,     1, United States, California, Fresno                ,    93726, "36.793601, -119.761131", 36.793601, -119.761131,  33, No      , Yes    , No               ,                   0, Offer E,                             25.11,                      26, No             , No                  , Yes           ,          0.0 ,                        0,        125.55              ,   541.85             , Churned        ,            91, Attitude       , Low               ,             1,               10,                 1,                        11, Resolved
8755-OGKNA , Female,              0, Yes    , Yes       ,            57, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Two year      , No               , Bank transfer (automatic),           19.5 ,       1167.6 , No   ,          0,                 45, 5864,                                          ,     1, United States, California, Laton                 ,    93242, "36.444232, -119.718285", 36.444232, -119.718285,  33, No      , Yes    , Yes              ,                   5, Offer B,                             42.14,                       0, No             , No                  , No            ,         19.89,                        0,       2401.98              ,  3549.69             , Stayed         ,            45, 0              , Medium            ,             1,                1,                 5,                         6, Resolved
3621-CHYVB , Female,              0, Yes    , No        ,            57, No           , No phone service, DSL             , Yes                , No                 , Yes                , Yes                , No                 , Yes                , Month-to-month, Yes              , Bank transfer (automatic),           49.9 ,       2782.4 , No   ,          0,                 68, 5866,                                          ,     1, United States, California, Soquel                ,    95073, "37.023669, -121.946461", 37.023669, -121.946461,  44, No      , Yes    , Yes              ,                   2, None   ,                              0.0 ,                      14, Yes            , Yes                 , Yes           ,          0.0 ,                        0,          0.0               ,  2782.4              , Stayed         ,            68, 0              , Medium            ,             1,                6,                 1,                         7, Resolved
3043-SUDUA , Female,              0, No     , No        ,            32, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Month-to-month, No               , Bank transfer (automatic),           19.9 ,        601.55, No   ,          0,                 29, 4374,                                          ,     1, United States, California, West Sacramento       ,    95605, "38.592745, -121.540036", 38.592745, -121.540036,  35, No      , No     , No               ,                   0, Offer C,                             15.53,                       0, No             , No                  , No            ,          0.0 ,                        0,        496.96              ,  1098.51             , Stayed         ,            29, 0              , Medium            ,             1,                1,                 3,                         4, Resolved
7245-NIIWQ , Female,              0, No     , No        ,             3, Yes          , No              , Fiber optic     , No                 , No                 , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           69.85,        199.85, No   ,          0,                 40, 4764,                                          ,     1, United States, California, Fellows               ,    93224, "35.215731, -119.57013 ", 35.215731, -119.57013 ,  53, No      , No     , No               ,                   0, Offer E,                             34.76,                      21, No             , No                  , Yes           ,          0.0 ,                        0,        104.28              ,   304.13             , Joined         ,            40, 0              , High              ,             1,                1,                 5,                         6, NotResolved
4232-JGKIY , Male  ,              0, No     , No        ,             1, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Month-to-month, No               , Electronic check         ,           19.2 ,         19.2 , No   ,          0,                 27, 2716,                                          ,     1, United States, California, Los Angeles           ,    90011, "34.00709, -118.258681 ", 34.00709 , -118.258681,  22, Yes     , No     , No               ,                   0, None   ,                             26.37,                       0, No             , No                  , No            ,          0.0 ,                        0,         26.37              ,    45.57             , Joined         ,            27, 0              , High              ,             1,                1,                 3,                         4, Resolved
4891-NLUBA , Female,              0, Yes    , Yes       ,            61, No           , No phone service, DSL             , No                 , Yes                , Yes                , Yes                , Yes                , Yes                , Two year      , Yes              , Bank transfer (automatic),           61.45,       3751.15, No   ,          0,                 20, 5063,                                          ,     1, United States, California, Paynes Creek          ,    96075, "40.343213, -121.815412", 40.343213, -121.815412,  46, No      , Yes    , Yes              ,                   8, Offer B,                              0.0 ,                      26, Yes            , Yes                 , Yes           ,          0.0 ,                        0,          0.0               ,  3751.15             , Stayed         ,            20, 0              , Medium            ,             1,                0,                 3,                         3, Resolved
8221-EQDGL , Male  ,              0, Yes    , No        ,            35, Yes          , No              , DSL             , Yes                , Yes                , Yes                , No                 , No                 , No                 , Month-to-month, No               , Mailed check             ,           61.0 ,       2130.45, No   ,          0,                 79, 4355,                                          ,     1, United States, California, Alleghany             ,    95910, "39.467828, -120.841386", 39.467828, -120.841386,  27, Yes     , Yes    , Yes              ,                   4, None   ,                             25.32,                      30, No             , No                  , Yes           ,         10.7 ,                        0,        886.2               ,  3005.95             , Stayed         ,            79, 0              , Medium            ,             1,                7,                 1,                         8, NotResolved
8050-XGRVL , Female,              0, Yes    , Yes       ,            62, Yes          , No              , DSL             , Yes                , No                 , Yes                , No                 , No                 , No                 , One year      , No               , Credit card (automatic)  ,           54.75,       3425.35, No   ,          0,                 71, 5010,                                          ,     1, United States, California, Millville             ,    96062, "40.531257, -122.148139", 40.531257, -122.148139,  22, Yes     , Yes    , Yes              ,                   5, Offer B,                             32.92,                      71, No             , No                  , Yes           ,          8.5 ,                        0,       2041.04              ,  5457.89             , Stayed         ,            71, 0              , High              ,             1,                7,                 0,                         7, Resolved
4701-AHWMW , Male  ,              0, Yes    , No        ,            55, No           , No phone service, DSL             , No                 , No                 , Yes                , Yes                , Yes                , Yes                , Month-to-month, Yes              , Bank transfer (automatic),           54.55,       2978.3 , Yes  ,          1,                 69, 6041, Attitude of service provider             ,     1, United States, California, Susanville            ,    96130, "40.559177, -120.612113", 40.559177, -120.612113,  30, No      , Yes    , Yes              ,                   1, None   ,                              0.0 ,                      42, Yes            , Yes                 , No            ,          0.0 ,                       50,          0.0               ,  3028.3              , Churned        ,            69, Attitude       , Low               ,             1,                6,                 0,                         6, Resolved
8677-HDZEE , Female,              0, No     , No        ,            56, Yes          , Yes             , Fiber optic     , No                 , Yes                , No                 , Yes                , Yes                , Yes                , Month-to-month, Yes              , Bank transfer (automatic),          105.45,       5916.95, No   ,          0,                 55, 4212,                                          ,     1, United States, California, Mountain Center       ,    92561, "33.638645, -116.55783 ", 33.638645, -116.55783 ,  42, No      , No     , No               ,                   0, Offer B,                              2.5 ,                       3, Yes            , Yes                 , Yes           ,          0.0 ,                        0,        140.0               ,  6056.95             , Stayed         ,            55, 0              , Medium            ,             1,                0,                 6,                         6, Resolved
6664-FPDAC , Female,              1, No     , No        ,            56, Yes          , Yes             , Fiber optic     , No                 , Yes                , Yes                , Yes                , Yes                , Yes                , One year      , Yes              , Electronic check         ,          111.95,       6418.9 , Yes  ,          1,                 91, 4060, Attitude of service provider             ,     1, United States, California, San Diego             ,    92115, "32.762506, -117.07245 ", 32.762506, -117.07245 ,  77, No      , No     , No               ,                   0, Offer B,                             19.46,                      28, No             , Yes                 , Yes           ,          0.0 ,                        0,       1089.76              ,  7508.66             , Churned        ,            91, Attitude       , Medium            ,             1,                9,                 0,                         9, Resolved
9027-TMATR , Female,              0, Yes    , No        ,            43, Yes          , No              , DSL             , Yes                , No                 , Yes                , Yes                , Yes                , Yes                , Two year      , Yes              , Electronic check         ,           78.8 ,       3460.3 , No   ,          0,                 24, 3972,                                          ,     1, United States, California, Warner Springs        ,    92086, "33.323705, -116.626907", 33.323705, -116.626907,  42, No      , Yes    , Yes              ,                   1, None   ,                             38.53,                      27, Yes            , Yes                 , Yes           ,         24.9 ,                        0,       1656.79              ,  5092.1900000000005  , Stayed         ,            24, 0              , High              ,             1,                0,                 3,                         3, Resolved
0836-SEYLU , Male  ,              0, Yes    , No        ,             9, No           , No phone service, DSL             , No                 , No                 , No                 , Yes                , Yes                , No                 , Month-to-month, No               , Mailed check             ,           40.65,        328.95, Yes  ,          1,                 98, 4800, Poor expertise of online support         ,     1, United States, California, San Diego             ,    92128, "33.000269, -117.072093", 33.000269, -117.072093,  64, No      , Yes    , Yes              ,                   2, Offer E,                              0.0 ,                      26, No             , Yes                 , Yes           ,          0.0 ,                        0,          0.0               ,   328.95             , Churned        ,            91, Competitor     , Low               ,             1,                9,                 1,                        10, NotResolved
5649-ANRML , Male  ,              1, No     , No        ,             2, Yes          , No              , Fiber optic     , No                 , Yes                , Yes                , Yes                , No                 , Yes                , Month-to-month, Yes              , Credit card (automatic)  ,           95.1 ,        180.25, Yes  ,          1,                 90, 4486, Don't know                               ,     1, United States, California, Clipper Mills         ,    95930, "39.562239, -121.14836 ", 39.562239, -121.14836 ,  76, No      , No     , No               ,                   0, Offer E,                             12.96,                      20, No             , Yes                 , Yes           ,          0.0 ,                        0,         25.92              ,   206.17             , Churned        ,            90, Other          , Medium            ,             1,                9,                 0,                         9, Resolved
2320-JRSDE , Female,              0, Yes    , Yes       ,             1, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Month-to-month, Yes              , Electronic check         ,           19.9 ,         19.9 , Yes  ,          1,                 73, 4633, Attitude of service provider             ,     1, United States, California, Richgrove             ,    93261, "35.809921, -119.127437", 35.809921, -119.127437,  33, No      , Yes    , Yes              ,                   1, None   ,                              7.49,                       0, No             , No                  , No            ,          0.0 ,                        0,          7.49              ,    27.39             , Churned        ,            73, Attitude       , Medium            ,             1,                7,                 1,                         8, Resolved
7180-PISOG , Male  ,              0, Yes    , Yes       ,             1, Yes          , Yes             , Fiber optic     , No                 , No                 , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           74.5 ,         74.5 , Yes  ,          1,                 75, 5554, Attitude of service provider             ,     1, United States, California, Piru                  ,    93040, "34.432843, -118.730106", 34.432843, -118.730106,  41, No      , Yes    , No               ,                   0, None   ,                             36.44,                      16, No             , No                  , Yes           ,          0.0 ,                        0,         36.44              ,   110.94             , Churned        ,            75, Attitude       , Medium            ,             1,                7,                 1,                         8, Resolved
0616-ATFGB , Male  ,              1, Yes    , No        ,             1, No           , No phone service, DSL             , No                 , No                 , No                 , No                 , No                 , No                 , Month-to-month, No               , Electronic check         ,           25.05,         25.05, Yes  ,          1,                 95, 2119, Competitor had better devices            ,     1, United States, California, Shasta Lake           ,    96019, "40.692523, -122.369876", 40.692523, -122.369876,  74, No      , Yes    , Yes              ,                   1, Offer E,                              0.0 ,                      18, No             , No                  , Yes           ,          0.0 ,                        0,          0.0               ,    25.05             , Churned        ,            95, Competitor     , Low               ,             1,                9,                 0,                         9, Resolved
0621-CXBKL , Female,              0, No     , No        ,            53, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Two year      , No               , Mailed check             ,           18.7 ,       1005.7 , No   ,          0,                 54, 4116,                                          ,     1, United States, California, Copperopolis          ,    95228, "37.943954, -120.67108 ", 37.943954, -120.67108 ,  62, No      , No     , No               ,                   0, Offer B,                             10.32,                       0, No             , No                  , No            ,          0.0 ,                        0,        546.96              ,  1552.66             , Stayed         ,            54, 0              , High              ,             1,                1,                 6,                         7, Resolved
8515-OCTJS , Female,              0, No     , No        ,            25, Yes          , Yes             , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Two year      , No               , Credit card (automatic)  ,           24.75,        692.1 , Yes  ,          1,                 94, 4931, Competitor made better offer             ,     1, United States, California, Lemoore               ,    93245, "36.303666, -119.825657", 36.303666, -119.825657,  61, No      , No     , No               ,                   0, Offer C,                             19.75,                       0, No             , No                  , No            ,          0.0 ,                        0,        493.75              ,  1185.85             , Churned        ,            94, Competitor     , Medium            ,             1,                9,                 1,                        10, Resolved
5345-BMKWB , Male  ,              0, Yes    , No        ,             8, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Month-to-month, No               , Mailed check             ,           20.25,        158.35, No   ,          0,                 24, 4964,                                          ,     1, United States, California, San Francisco         ,    94122, "37.760412, -122.484966", 37.760412, -122.484966,  29, Yes     , Yes    , Yes              ,                   9, None   ,                              4.98,                       0, No             , No                  , No            ,          0.0 ,                        0,         39.84              ,   198.19             , Stayed         ,            24, 0              , High              ,             1,                1,                 3,                         4, Resolved
3230-IUALN , Female,              0, Yes    , Yes       ,            45, Yes          , No              , DSL             , Yes                , No                 , Yes                , Yes                , Yes                , Yes                , Two year      , Yes              , Mailed check             ,           81.0 ,       3533.6 , No   ,          0,                 56, 2934,                                          ,     1, United States, California, Eureka                ,    95501, "40.796621, -124.15428 ", 40.796621, -124.15428 ,  41, No      , Yes    , Yes              ,                  10, None   ,                             26.01,                      29, Yes            , Yes                 , Yes           ,          0.0 ,                        0,       1170.45              ,  4704.05             , Stayed         ,            56, 0              , Medium            ,             1,                1,                 6,                         7, Resolved
8006-PYCSW , Female,              0, No     , No        ,             2, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Month-to-month, No               , Mailed check             ,           20.1 ,         39.8 , No   ,          0,                 65, 2051,                                          ,     1, United States, California, Los Angeles           ,    90040, "33.994524, -118.149953", 33.994524, -118.149953,  60, No      , No     , No               ,                   0, None   ,                             35.5 ,                       0, No             , No                  , No            ,          0.0 ,                        0,         71.0               ,   110.8              , Joined         ,            65, 0              , High              ,             1,                6,                 0,                         6, NotResolved
7176-WRTNX , Male  ,              0, No     , No        ,            70, Yes          , Yes             , Fiber optic     , Yes                , Yes                , Yes                , Yes                , Yes                , Yes                , Two year      , Yes              , Bank transfer (automatic),          114.95,       7711.25, No   ,          0,                 26, 4511,                                          ,     1, United States, California, Ventura               ,    93004, "34.278697, -119.167798", 34.278697, -119.167798,  51, No      , No     , No               ,                   0, Offer A,                             14.63,                      30, Yes            , Yes                 , Yes           ,          0.0 ,                        0,       1024.1               ,  8735.35             , Stayed         ,            26, 0              , Medium            ,             1,                1,                 3,                         4, Resolved
4609-KNNWG , Female,              0, Yes    , Yes       ,            27, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Two year      , No               , Mailed check             ,           19.9 ,        550.1 , No   ,          0,                 49, 4870,                                          ,     1, United States, California, Dunnigan              ,    95937, "38.931425, -121.946081", 38.931425, -121.946081,  36, No      , Yes    , Yes              ,                   1, None   ,                              2.4 ,                       0, No             , No                  , No            ,          0.0 ,                        0,         64.8               ,   614.9              , Stayed         ,            49, 0              , High              ,             1,                0,                 5,                         5, Resolved
3038-PQIUY , Female,              0, No     , No        ,            38, Yes          , Yes             , DSL             , Yes                , Yes                , Yes                , No                 , No                 , No                 , Month-to-month, Yes              , Bank transfer (automatic),           66.15,       2522.4 , No   ,          0,                 78, 4933,                                          ,     1, United States, California, Dulzura               ,    91917, "32.622999, -116.687855", 32.622999, -116.687855,  39, No      , No     , No               ,                   0, None   ,                             20.14,                      13, No             , No                  , Yes           ,          0.0 ,                        0,        765.32              ,  3287.7200000000003  , Stayed         ,            78, 0              , High              ,             1,                7,                 0,                         7, Resolved
6362-QHAFM , Male  ,              0, Yes    , No        ,            42, Yes          , Yes             , Fiber optic     , No                 , No                 , Yes                , Yes                , Yes                , Yes                , One year      , Yes              , Electronic check         ,          108.3 ,       4586.15, No   ,          0,                 63, 5106,                                          ,     1, United States, California, Sacramento            ,    95825, "38.590035, -121.412455", 38.590035, -121.412455,  53, No      , Yes    , Yes              ,                   1, None   ,                             42.45,                      11, Yes            , Yes                 , Yes           ,          0.0 ,                        0,       1782.9               ,  6369.049999999999   , Stayed         ,            63, 0              , Medium            ,             1,                6,                 0,                         6, Resolved
8644-XYTSV , Male  ,              0, Yes    , No        ,            42, No           , No phone service, DSL             , Yes                , No                 , No                 , No                 , Yes                , No                 , Month-to-month, Yes              , Bank transfer (automatic),           40.15,       1626.05, No   ,          0,                 68, 4348,                                          ,     1, United States, California, Ballico               ,    95303, "37.4695, -120.672724  ", 37.4695  , -120.672724,  37, No      , Yes    , Yes              ,                   1, Offer B,                              0.0 ,                       7, No             , No                  , Yes           ,          0.0 ,                        0,          0.0               ,  1626.05             , Stayed         ,            68, 0              , High              ,             1,                6,                 1,                         7, Resolved
1597-FZREH , Female,              0, No     , No        ,             2, Yes          , No              , DSL             , No                 , No                 , Yes                , Yes                , Yes                , Yes                , Month-to-month, No               , Electronic check         ,           76.4 ,        160.8 , Yes  ,          1,                100, 3005, Lack of affordable download/upload speed ,     1, United States, California, Shoshone              ,    92384, "35.924252, -116.188668", 35.924252, -116.188668,  39, No      , No     , No               ,                   0, Offer E,                             41.64,                      25, Yes            , Yes                 , Yes           ,          0.0 ,                        0,         83.28              ,   244.08             , Churned        ,            91, Price          , Low               ,             1,               10,                 1,                        11, Resolved
7416-CKTEP , Female,              0, Yes    , No        ,            57, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Two year      , Yes              , Bank transfer (automatic),           19.6 ,       1134.25, No   ,          0,                 77, 6064,                                          ,     1, United States, California, Lakewood              ,    90715, "33.841027, -118.078097", 33.841027, -118.078097,  54, No      , Yes    , Yes              ,                  10, Offer B,                             23.28,                       0, No             , No                  , No            ,          0.0 ,                        0,       1326.96              ,  2461.21             , Stayed         ,            77, 0              , High              ,             1,                7,                 0,                         7, Resolved
0224-NIJLP , Male  ,              0, Yes    , Yes       ,             8, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Two year      , No               , Mailed check             ,           20.15,        165.5 , No   ,          0,                 32, 3899,                                          ,     1, United States, California, Turlock               ,    95380, "37.474396, -120.875917", 37.474396, -120.875917,  30, No      , Yes    , Yes              ,                   1, Offer E,                              2.87,                       0, No             , No                  , No            ,          0.0 ,                        0,         22.96              ,   188.46             , Stayed         ,            32, 0              , High              ,             1,                1,                 4,                         5, Resolved
2164-SOQXL , Female,              0, Yes    , Yes       ,            20, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Month-to-month, No               , Mailed check             ,           20.05,        406.05, No   ,          0,                 43, 2698,                                          ,     1, United States, California, Los Angeles           ,    90043, "33.988543, -118.334081", 33.988543, -118.334081,  31, No      , Yes    , Yes              ,                  10, None   ,                             14.79,                       0, No             , No                  , No            ,          0.0 ,                        0,        295.79999999999995  ,   701.8499999999999  , Stayed         ,            43, 0              , Medium            ,             1,                1,                 5,                         6, NotResolved
7089-RKVSZ , Male  ,              0, Yes    , Yes       ,             8, Yes          , Yes             , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, One year      , No               , Mailed check             ,           24.4 ,        203.95, No   ,          0,                 35, 2028,                                          ,     1, United States, California, Woody                 ,    93287, "35.710244, -118.881679", 35.710244, -118.881679,  43, No      , Yes    , Yes              ,                   6, None   ,                             23.18,                       0, No             , No                  , No            ,          0.0 ,                        0,        185.44              ,   389.39             , Stayed         ,            35, 0              , High              ,             1,                0,                 4,                         4, NotResolved
7075-BNDVQ , Female,              0, No     , No        ,             4, No           , No phone service, DSL             , Yes                , No                 , Yes                , No                 , No                 , No                 , Month-to-month, No               , Mailed check             ,           35.0 ,        135.75, No   ,          0,                 70, 3523,                                          ,     1, United States, California, Termo                 ,    96132, "41.027281, -120.669427", 41.027281, -120.669427,  46, No      , No     , No               ,                   0, None   ,                              0.0 ,                      26, No             , No                  , No            ,          0.0 ,                       50,          0.0               ,   185.75             , Stayed         ,            70, 0              , High              ,             1,                7,                 0,                         7, NotResolved
8229-MYEJZ , Female,              0, No     , No        ,            10, Yes          , No              , DSL             , No                 , Yes                , No                 , No                 , No                 , No                 , Month-to-month, No               , Electronic check         ,           51.2 ,        498.25, No   ,          0,                 47, 5765,                                          ,     1, United States, California, Upland                ,    91786, "34.105493, -117.660934", 34.105493, -117.660934,  44, No      , No     , No               ,                   0, Offer D,                             45.56,                      17, No             , No                  , Yes           ,          0.0 ,                        0,        455.6               ,   953.85             , Stayed         ,            47, 0              , High              ,             1,                0,                 5,                         5, Resolved
1407-DIGZV , Female,              0, Yes    , Yes       ,             3, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Two year      , No               , Mailed check             ,           19.1 ,         52.0 , No   ,          0,                 30, 3863,                                          ,     1, United States, California, Redding               ,    96003, "40.677649, -122.29467 ", 40.677649, -122.29467 ,  32, No      , Yes    , Yes              ,                   9, None   ,                             45.33,                       0, No             , No                  , No            ,          0.0 ,                        0,        135.99              ,   187.99             , Joined         ,            30, 0              , High              ,             1,                0,                 4,                         4, Resolved
4091-TVOCN , Male  ,              0, No     , Yes       ,            48, Yes          , Yes             , DSL             , Yes                , No                 , Yes                , No                 , Yes                , Yes                , One year      , Yes              , Credit card (automatic)  ,           78.75,       3682.45, No   ,          0,                 69, 2257,                                          ,     1, United States, California, Potrero               ,    91963, "32.619465, -116.593605", 32.619465, -116.593605,  51, No      , No     , No               ,                   0, Offer B,                              2.53,                       6, Yes            , No                  , No            ,          0.0 ,                       40,        121.44              ,  3843.89             , Stayed         ,            69, 0              , Medium            ,             1,                6,                 0,                         6, Resolved
1589-AGTLK , Male  ,              0, No     , No        ,             3, Yes          , No              , DSL             , No                 , No                 , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           45.35,        141.5 , Yes  ,          1,                 67, 2450, Competitor offered more data             ,     1, United States, California, Lompoc                ,    93437, "34.757477, -120.550507", 34.757477, -120.550507,  26, Yes     , No     , No               ,                   0, None   ,                             36.48,                      59, No             , No                  , Yes           ,          0.0 ,                        0,        109.44              ,   250.94             , Churned        ,            90, Other          , Medium            ,             1,                6,                 1,                         7, Resolved
6419-ZTTLE , Male  ,              1, Yes    , No        ,            23, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, One year      , Yes              , Electronic check         ,           20.75,        485.2 , No   ,          0,                 45, 3418,                                          ,     1, United States, California, Yountville            ,    94599, "38.421458, -122.365048", 38.421458, -122.365048,  69, No      , Yes    , Yes              ,                   2, None   ,                             45.83,                       0, No             , No                  , No            ,         37.64,                        0,       1054.09              ,  1501.65             , Stayed         ,            45, 0              , High              ,             1,                0,                 5,                         5, Resolved
7941-RCJOW , Male  ,              0, No     , No        ,            65, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Two year      , Yes              , Credit card (automatic)  ,           19.55,       1218.65, No   ,          0,                 76, 4309,                                          ,     1, United States, California, Tehama                ,    96090, "40.021787, -122.127576", 40.021787, -122.127576,  34, No      , No     , No               ,                   0, Offer B,                             44.7 ,                       0, No             , No                  , No            ,          0.0 ,                        0,       2905.5               ,  4124.15             , Stayed         ,            76, 0              , High              ,             1,                7,                 1,                         8, Resolved
